period,ly,lg_r,r,r10,e,lpsi,l_g_r_ratio,q,psigr,s,lg,rat,ratio,gr_ham,r_ham,r10_ham,e_ham,psi_ham,ratio_ham,q_ham,psigr_ham,s_ham,g_ham,rat_ham
1963-07-01,3.138489725,4.13447832,3.526666667,4.033333333,94.5,4.715386891,1.338234108,167.8445592,66.284533,0.506666667,2.796244212,1.317346457140305,1.4785827011306838,3.6964274210980363,0.11174902239908802,-0.13882256371228063,0.6576843163366703,-2.135049001062672,0.010601095154380902,5.7611773574515155,-0.3480754347093864,-0.48900223456777747,6.806303159771243,0.039906024681689356
1963-10-01,3.145057042,4.165393097,3.73,4.12,94.43333333,4.721262905,1.357075327,159.1987552,66.3461538,0.39,2.80831777,1.324425293841777,1.4832342484518766,5.193917962300354,0.24361511356795473,0.019633144761262322,0.4207648214909909,-1.1746968075494024,0.01342165961517816,-11.262321572444364,0.06258168936770403,-0.5204335332748264,7.639229433728856,0.04713776669827374
1964-01-01,3.1658969,4.225021886,3.826666667,4.18,94.53333333,4.709313962,1.37999623,163.7661664,66.0756287,0.353333333,2.845025656,1.3345418437347092,1.4850558120942305,11.986283497203054,0.25699639083649783,0.032473996227167845,0.36721653975901347,-1.881970461219229,0.0437940568184203,-0.8012558823677409,-0.37670648277915575,-0.572602884737222,5.106674104098685,0.06834227248799651
1964-04-01,3.176719607,4.17398719,3.86,4.2,94.8,4.711977654,1.332572277,162.9776597,66.269559,0.34,2.841414913,1.3139299989846414,1.4689819395623058,2.977163652093129,0.46659353836467465,0.14516988225979777,0.6460856980275622,-1.775379157454804,0.022846388950029217,33.31627840794033,-0.3605788495286504,-0.5720298084885318,3.7652494710814555,0.03432539141553237
1964-07-01,3.192244334,4.157851301,3.766666667,4.193333333,95,4.70996254,1.293367314,163.9709763,66.3698271,0.426666667,2.864483987,1.3024852943477727,1.4515184304990847,3.6754623914782236,0.18265853341541716,0.004001836837980832,0.8458369352328958,-1.5196351270210684,0.010732866019529386,34.73418888621478,-0.036132897859147306,-0.4767758308888014,4.255931889167819,0.03410672867145692
1964-10-01,3.195320565,4.13993915,3.93,4.173333333,95.03333333,4.723672963,1.265979108,167.3111998,66.5689655,0.243333333,2.873960042,1.295625608067903,1.4404998989196105,2.536510607583242,0.5650062017702591,0.08221902265958914,0.8079671889201876,0.033030969089686835,-0.003474536859580546,15.656009799079925,0.3901889343696894,-0.7520254089367335,6.069392162099163,0.02987824767602043
1965-01-01,3.21923576,4.144847544,4.01,4.203333333,95.1,4.71027767,1.179832244,166.4934158,65.8565203,0.193333333,2.965015301,1.2875253174995795,1.3979177586712899,-3.460180330177387,0.5581569877578367,0.12751433231908038,0.9573285683002979,-1.5536406676989856,-0.0399533837882573,5.8245525829656515,-0.4295622737209044,-0.7398975616663641,10.564144088745975,0.005164326055507207
1965-04-01,3.23179205,4.153540713,4.02,4.206666667,95.33333333,4.710871644,1.18589932,156.6575246,65.8054961,0.186666667,2.967641393,1.2852128629377624,1.3996100481672988,-11.664164406179545,0.5002015187312776,0.04582107581376249,1.1688953479830957,-1.2229688945274653,-0.047153138831987684,-8.227863445080857,-0.25611018431831667,-0.7566605775123117,9.59425393352209,-0.01987803829941459
1965-07-01,3.253779541,4.158257888,4.083333333,4.246666667,95.63333333,4.697156667,1.156394448,165.0973745,65.8442187,0.163333333,3.001863439,1.2779777595878612,1.3852255349048206,-8.286118981633717,0.24520203971291066,0.060962302471440744,1.3550797907258243,-1.7752895861348428,-0.05987893228971797,-0.02183519099500586,-0.17598315176759627,-0.5753015936445518,12.219172907612696,-0.006327624962721989
1965-10-01,3.276540777,4.138473084,4.463333333,4.473333333,95.9,4.691063438,1.130022038,165.0548336,65.7853567,0.01,3.008451046,1.2630616756093556,1.3756158969255836,-12.955359144445033,0.5087889524968929,0.22845377828397329,1.6918710975351274,-2.426276301861474,-0.06723712067176013,7.607004158497034,-0.29683448589646844,-0.7301930439141775,10.61528597566297,-0.029665263145424614
1966-01-01,3.300603266,4.163232984,4.93,4.77,96.13333333,4.69188902,1.0778885520000001,157.0861294,65.8006685,-0.16,3.085344432,1.2613551670647836,1.349357608447393,-18.871036316953216,0.8874231989287944,0.47537049799807907,1.8947330272963683,-1.7773480895381333,-0.1008494806232707,-3.632908818840775,-0.04816204608060559,-0.885117254843318,14.99750224564349,-0.05050442565971536
1966-04-01,3.30402547,4.082255112,4.933333333,4.78,96.16666667,4.704236937,1.011832893,144.2135063,66.2097735,-0.153333333,3.070422219,1.2355398434625264,1.3295419394566335,-13.414901288424463,0.8665638380038008,0.46334800188170533,1.795340022543357,-0.2356379536018416,-0.1053603180820728,-15.60452098587487,0.20748291080475667,-0.9793702401288483,13.491402893548132,-0.03171155639888257
1966-07-01,3.312439025,4.048475129,5.51,5.14,96.23333333,4.707699698,0.985458108,128.0700639,66.6179266,-0.37,3.06301702,1.2222036687905522,1.3217279246460079,-17.01899713244943,1.5243629731515211,0.8124571526594506,1.8128850798065201,0.07561918160368108,-0.1033593599845748,-33.39998336682808,0.5102893619993836,-1.284717448269748,10.510822196959912,-0.038977936667123236
1966-10-01,3.320601743,3.937651765,5.44,5.003333333,96.3,4.703394298,0.868808445,130.521023,66.637931,-0.436666667,3.06884332,1.185824760015492,1.2831061590332347,-28.495724412672008,1.2941120752796689,0.6776152232534818,1.8877774466700856,-0.9256439538712691,-0.13710186540803093,-33.562789752407355,0.3610532902012267,-1.2468451365941715,9.308902519035911,-0.08473372823041037
1967-01-01,3.329414909,3.909740402,4.603333333,4.583333333,96.16666667,4.704046726,0.865741911,144.0939748,66.8848726,-0.02,3.043998491,1.1743025453004603,1.2844094415814216,-33.02403534924756,0.4314384303155254,0.2228955692509853,1.7150794121386923,-0.45176694929143224,-0.10150986756366409,-19.580810970980707,1.2188522533356831,-0.8493976170659159,-0.5819401443658556,-0.0854374281173389
1967-04-01,3.330059354,4.018848448,4.246666667,4.82,96.16666667,4.710826658,1.011681796,144.1516739,66.9576235,0.573333333,3.007166651,1.2068398850526916,1.3364235888501812,-23.3717829471761,0.058926244473049394,0.46590724981221854,1.60511780594517,0.5369577313019569,-0.048715710905445686,-10.911081086913867,1.3750273487265332,-0.2106886893282618,-3.4946284604838063,-0.05363286724991778
1967-07-01,3.339463812,4.070666435,5.126666667,5.246666667,96.2,4.7105837,1.03460829,146.92885,67.1092669,0.12,3.036058145,1.2189580915272993,1.3407735427280492,-17.917141428142713,0.8810128032823581,0.8619714358090818,1.533103154396855,1.0823927280368295,-0.032797054461728425,-14.62959624005498,1.4710607315565767,-0.7137782752764875,-3.1611369706254333,-0.03243387037503642
1967-10-01,3.346987558,4.126973082,5.563333333,5.643333333,96.1,4.711716998,1.069581428,148.8961773,67.026881,0.08,3.057391654,1.2330410587083516,1.3498346136323953,-8.464957062400469,1.0020859567449625,1.0652540851887364,1.3544119515841118,2.0268592604020697,-0.0029956333358363008,-12.826549651767806,1.4421014033870563,-0.6910077739879195,-4.34539742401685,0.002709291034814987
1968-01-01,3.367157889,4.129920822,5.473333333,5.61,96.26666667,4.705748284,1.052654645,133.7187849,67.3299947,0.136666667,3.077266177,1.2265301949432879,1.3420746157312344,-13.87414064623913,0.5731574158112283,0.8258983689681498,1.4402649469536613,1.500542079099354,0.0058859416367815776,-22.092768839886446,1.7363448424403174,-0.5681916478842867,-8.737397835702643,-0.013691201248520857
1968-04-01,3.383745988,4.154027564,5.943333333,5.743333333,96.43333333,4.701725045,1.039224196,143.4278321,67.3175745,-0.2,3.114803368,1.2276416665824503,1.3336403853535321,3.5194316954168414,1.084673221023758,1.0020979335261,1.5948990460522197,0.554258099381677,0.01404619663082518,0.030325593238785586,1.3657878331159594,-0.9314397992909091,-3.411732113976651,0.024221946266568706
1968-07-01,3.39145003,4.174048751,5.51,5.46,96.46666667,4.711105536,1.086923049,139.4651458,67.5628141,-0.05,3.087125702,1.2307563767937928,1.3520825369358414,5.997103783129276,0.10763020736210649,0.3486029428544457,1.5914163244641344,1.0961121686775321,0.03819185002360448,11.328267712993323,1.238326062895183,-0.6989089844145798,-5.467022981462444,0.03564536917567729
1968-10-01,3.395380496,4.187804547,5.836666667,5.77,96.6,4.719489452,1.089831619,154.7644289,67.6044226,-0.066666667,3.097972928,1.23338298960412,1.3517886193097166,21.164395934591738,0.6170037197903246,0.7952940308616734,1.6784451735627073,2.1005503662852476,0.07298140279899812,25.397774164200086,1.2562908394128272,-0.7801712042865936,-8.058901778309835,0.07741972284177545
1969-01-01,3.410916663,4.220830359,6.363333333,6.176666667,96.6,4.713324795,1.065661402,143.0600535,67.6403414,-0.186666667,3.155168958,1.2374475180779283,1.3377509778986612,21.292215587364982,1.7844928391117953,1.517087302228533,1.7378841705109807,1.387691912636413,0.0613460583177281,1.3156183607915466,1.0865856069289919,-1.116467646153594,0.43962617596435827,0.07840323149620065
1969-04-01,3.413949066,4.211416234,6.573333333,6.353333333,96.56666667,4.726413893,1.062147755,134.3040796,68.0954068,-0.22,3.149268479,1.2335908218262797,1.3372680868851385,-2.2600994998273727,2.1691148273699428,1.3177716187284823,1.6938806488937388,2.249277373473557,0.02367744725103993,-9.651955447433835,1.464180105653469,-1.4736330951444008,2.8868872636503617,0.0028690151505619266
1969-07-01,3.420509693,4.203453045,7.653333333,6.856666667,96.43333333,4.733176343,1.034103656,125.6621905,68.6090878,-0.796666667,3.16934939,1.228896691508367,1.326282630202535,-2.3854485405762738,2.519415322567818,1.5535802639464604,1.5294305203240839,2.84185228766205,0.02721609094267996,-21.081556073768283,1.8504968315979227,-1.7621713276052202,1.2401741235675168,0.009209407750999432
1969-10-01,3.415626118,4.132234262,7.9,7.296666667,96.43333333,4.747068974,1.012339346,115.0101497,69.1235287,-0.603333333,3.119894916,1.2098028646120103,1.3244786677936944,-12.015004419544884,2.574637996337568,1.8326995155455625,1.5868313553990703,4.170802905316506,0.022159451390778573,-32.61147981033258,2.4296524562433035,-1.538601677684564,-4.3440882556414095,-0.006084182934352089
1970-01-01,3.414146512,4.132811786,7.553333333,7.366666667,95.83333333,4.751190763,1.043224937,108.2097945,69.7086498,-0.186666667,3.089586849,1.2104963192042417,1.3376583951144339,-8.731655242279501,2.272251068622083,1.9554752074170922,0.9157588102060998,4.805975394804296,0.023805485468476384,-26.342226314949798,2.7597248074187632,-0.8972629370060915,-7.059859648726041,0.008494650328698672
1970-04-01,3.415560404,4.069659033,7.453333333,7.713333333,95.23333333,4.737697325,0.977889571,84.53436052,69.2110256,0.26,3.091769462,1.1915055076273802,1.3162879972193735,-18.390102917011397,1.72088633151467,2.0702010280985057,0.2474111778591208,3.8239493760217513,0.006975623757051519,-57.44348458164126,2.2547410193390647,-0.41566186419235807,-10.633904168410213,-0.0150799104146353
1970-07-01,3.424751135,4.125730174,6.936666667,7.46,94.83333333,4.733114751,1.017830603,96.37706126,69.0177983,0.523333333,3.10789957,1.20468028518516,1.3274979068902153,-15.181765649647616,1.6913669261855313,2.0073779086457835,-0.13175079181584692,2.9063864439164533,5.603348069558312e-4,-41.989413976289995,1.8595196907326539,-0.31569753485981045,-6.523500411919025,-0.014055391228906755
1970-10-01,3.413981976,4.221740505,5.646666667,6.853333333,94.16666667,4.737688566,1.168399919,102.6068068,69.0410959,1.206666667,3.053340586,1.236603044385844,1.3826628199806072,-5.855874235519831,-0.022634928940500565,1.068750039133012,-0.8561135946643503,2.7505125021666466,0.059550895489383526,-50.44201045854008,1.8322815746590209,0.45947106688345185,-13.919917637928947,0.018592218715576925
1971-01-01,3.440770597,4.272351268,4.05,6.016666667,94.06666667,4.718525657,1.108734485,108.0071284,68.4738956,1.966666667,3.163616783,1.2416844272399483,1.3504642189780671,-5.237484635976042,-1.9472349522593317,-0.06550862193906504,-0.9638591539535923,1.0536861704329326,0.04158957026620658,-34.8565501861481,1.2398745169515166,1.1445134559153227,-9.287801006375362,0.01985783641816896
1971-04-01,3.446170747,4.363964492,4.993333333,6.246666667,94.1,4.718177391,1.172336541,105.1285416,68.4297864,1.253333333,3.19162795,1.2663227716731589,1.3673161660337008,8.015530242637237,-1.1373845685335402,0.1564083260078002,-0.9105783231097888,0.3054409569267058,0.051232604487031486,-30.233096589176853,0.7982895926794242,0.4842972934756813,-3.7142120420391223,0.053586213117866155
1971-07-01,3.45435893,4.408911963,5.75,6.483333333,93.96666667,4.713118351,1.205230998,99.88356042,68.3008868,0.733333333,3.203680965,1.2763329035410922,1.3762019411942288,13.7041901715369,-1.3293278491229934,-0.08473967723834441,-1.0069801732744708,-0.9954330564615255,0.06718700594500082,-25.74521692901388,0.2027396195919522,0.28233030288458616,-4.325013969651348,0.06934079716022201
1971-10-01,3.456726691,4.446701865,4.726666667,5.89,94.06666667,4.724889124,1.270316092,103.6719794,68.1927229,1.163333333,3.176385773,1.2863909306389534,1.399925003693813,28.126374994831504,-2.3716524532558223,-1.0372294138278892,-0.917850090781613,-0.6639246494725803,0.09620240089937426,-12.619069851121694,-0.36204920065020474,0.462433719213485,-4.568992065389033,0.10395719441807616
1972-01-01,3.474943384,4.509914005,4.406666667,6.033333333,94.23333333,4.724720548,1.269707309,104.6103686,68.3651805,1.626666667,3.240206696,1.2978381247203652,1.3918599731824022,28.917448645146315,-2.4695058622718626,-0.9102314763730988,-0.5150860874136356,-1.3932870969388667,0.07794625391987031,-5.374448611349493,-0.7091453950712605,0.7791397623811483,3.8549193134880255,0.10037793982086929
1972-04-01,3.497385963,4.52868863,4.843333333,6.143333333,94.3,4.712902886,1.233259254,102.1241088,68.5744115,1.3,3.295429376,1.2948781398194227,1.3742332525714551,39.917880429649614,-2.011272708122333,-1.211050639813581,-0.22840398635109693,-1.980558693755352,0.08047849418228403,13.077780185346086,-0.08311752265788641,0.05137411851366047,7.437637203375003,0.12210602309098872
1972-07-01,3.506787871,4.533093995,5.153333333,6.29,94.43333333,4.714284647,1.223573401,101.511446,68.0951499,1.136666667,3.309520593,1.2926627334624998,1.3697131858275764,27.293828841500822,-1.2245236119252398,-0.8636366468537,-0.016679369354093865,-1.4535515953828515,0.06767455395290423,3.036280940729057,-0.3566190348988556,-0.15021145493658228,9.115461729315832,0.092509815909958
1972-10-01,3.523385515,4.56782132,5.436666667,6.373333333,94.63333333,4.718400652,1.252036594,109.8162927,67.9441261,0.936666667,3.315784726,1.2964296130961417,1.3775988785346738,17.30557804659192,0.07881372405530129,-0.3435563772897874,0.44901790964038923,-1.2632771860038083,0.030694309465799652,5.563927124502044,-0.539419387265994,-0.5745276252670793,15.963932266545156,0.045224582280887216
1973-01-01,3.547834189,4.600670076,6.31,6.603333333,95.06666667,4.716264233,1.227940758,100.1032033,68.0707228,0.293333333,3.372729318,1.2967545355598353,1.3640792492438019,21.700323698832413,2.148047617076487,0.4025778414551162,0.91760504706772394,-0.3267785981463156,0.05292793427695908,-11.519895696754872,0.07642583860686614,-1.3790794962994286,11.045151509591244,0.07199802006461353
1973-04-01,3.558656867,4.547456324,7.016666667,6.806666667,95.06666667,4.718704207,1.132980821,90.4103215,68.363265,-0.21,3.414475503,1.2778574877980782,1.331816942310627,6.141551730886086,1.877196586898135,0.29124457456620423,0.8915924210221959,0.43670499311669886,0.005658248495296281,-18.3826416179986,0.4363013501856585,-1.329194054260382,13.915598383125305,0.025772073569268583
1973-07-01,3.553374687,4.503624606,8.506666667,7.206666667,95.2,4.732481021,1.126071221,91.21059324,68.3495793,-1.3,3.377553386,1.2674218180470762,1.3333984962806447,0.7611467279969197,3.0478776753092216,0.7056113626977707,1.1477262419664385,2.0296726005427423,-0.019156703055665192,-12.550854518082545,0.5182923055714497,-2.0917395364426987,12.667390941345369,0.006952458946553719
1973-10-01,3.562834256,4.457226867,7.413333333,6.753333333,95.23333333,4.735496448,1.044693976,74.7367458,68.18145,-0.66,3.412532891,1.251034021437791,1.3061344782215023,-5.484023847182318,2.823965640317163,0.9947015358401492,1.146028084438612,2.0302696863341296,-0.05049920101893446,-31.495785951192673,0.4533391775396467,-1.430870874811756,14.831068746351317,-0.009955203155470826
1974-01-01,3.554204551,4.389994804,7.353333333,7.053333333,94.86666667,4.738065126,1.036238497,69.12321266,68.4311224,-0.3,3.353756307,1.235155360645983,1.3089784713448471,-20.426360903341667,2.782049283948818,0.9729633861728244,0.704304514199876,2.0286300858074036,-0.045258961030846256,-38.178312608596244,0.5546016280565595,-1.4538736005507626,1.9064345676627958,-0.04192260579764673
1974-04-01,3.556575879,4.348792963,8.69,7.543333333,94.8,4.730789107,0.999029237,60.67379932,68.3179096,-1.146666667,3.349763727,1.2227471340278975,1.2982387169421994,-22.75438567620558,3.825365294147608,1.3725383123984845,0.6436256491169416,2.0502113290167046,-0.04548113000912779,-45.05234326053798,0.2491778407058831,-2.271611481873733,-2.706554031802755,-0.04083059263575328
1974-07-01,3.547085448,4.314724298,9.01,7.963333333,94.36666667,4.739692338,1.018183975,43.07632302,68.3471263,-1.046666667,3.296540322,1.2164139717673923,1.3088644083025416,-24.588726316000553,3.969695758723759,1.8156624530942453,0.16212268720899203,2.977616271099226,-0.041784847975542716,-61.70931021136956,0.6910626298505349,-2.0323393302769737,-6.625538443199019,-0.04429011043209341
1974-10-01,3.543188721,4.175233066,7.673333333,7.67,93.4,4.727998252,0.872641288,39.17406799,68.135391,-0.003333333,3.302591778,1.1783829185428252,1.2642292316637627,-44.644199900716245,2.384964807284418,1.4487632474806649,-0.8905971714167578,1.5347088111371754,-0.09079991996634473,-72.68092928642356,0.6383310628792032,-0.7055957035350474,-8.259025740640302,-0.09535598046209937
1975-01-01,3.530938266,4.117149215,6.306666667,7.54,91.73333333,4.717927279,0.990213256,50.12311585,67.5940237,1.233333333,3.126935959,1.1660212965615186,1.3166720613992595,-53.56234973625655,0.29161716684594463,1.109488280711556,-2.7172221432926875,0.710055792306008,-0.022138687841794846,-53.904141503648766,-0.022861122856980387,0.7478068764426113,-32.62442947948942,-0.10552374822749089
1975-04-01,3.538056564,4.144942615,6.526666667,8.05,91.13333333,4.708015541,1.048234424,55.11681387,67.0072678,1.523333333,3.096708191,1.1715309068755746,1.3384995806342026,-38.56230067404045,0.040592164931571695,1.4618772698085278,-3.2897785373141915,-0.3843636136665829,0.023965502618221945,-40.183999002635105,-0.8705363026921589,1.1612302107918444,-38.63522004547333,-0.06673712274831889
1975-07-01,3.555033726,4.208758967,7.52,8.296666667,91.53333333,4.698241498,1.037394125,48.71533182,66.3244068,0.776666667,3.171364842,1.1838872121574915,1.3271128289187233,-28.603048400879416,-0.21820239343283987,1.3828104228134412,-2.9328889861768346,-2.2514860590611363,0.005257300937730136,-45.671991074570926,-1.550025831788659,0.9191052975524019,-26.92133189776289,-0.05180098949101786
1975-10-01,3.568405301,4.25070708,6.68,8.063333333,91.7,4.699170417,1.051789094,50.99897426,66.4324799,1.383333333,3.198917986,1.1912063573072245,1.3287952672132057,-21.712031809548282,0.10936365299266981,1.5763755409502105,-2.8197773235412598,-2.611926817005461,0.029328276639630113,-29.353548726932445,-1.2869966340124392,0.7968791957311361,-29.753243548551865,-0.03345742382795125
1976-01-01,3.590632466,4.341295782,5.976666667,7.753333333,92.26666667,4.69217323,1.050285359,56.33841808,66.2531827,1.776666667,3.291010423,1.209061585419308,1.3191376580456369,-5.008589748154346,-0.9092849598929043,0.8412492895400643,-2.0925992922469305,-3.543500686588974,0.026810863758750525,-18.826506907376967,-1.6779674797737698,1.0376339166003874,-16.61773105792914,0.0010275565030144485
1976-04-01,3.597942199,4.365655862,6.28,7.773333333,92.43333333,4.690540217,1.035811277,55.40666336,66.5573981,1.493333333,3.329844585,1.2133757632941895,1.3110689554900052,-1.1109360820467984,-1.599183719095734,0.43750593263664506,-1.9342078015158108,-3.530463200112699,0.024381356603393467,-11.294022723868132,-1.2924787306535706,0.8219100110085076,-11.872454452391112,0.011087190789963008
1976-07-01,3.603430492,4.349916581,6.013333333,7.73,92.26666667,4.695120573,1.01660554,54.59503295,66.6834677,1.716666667,3.333311041,1.2071598413393232,1.3049837016395014,-0.9096387875577427,-1.9128898894768973,0.23269805229696594,-1.961604641148952,-3.446891825367171,0.019474107397728035,2.822359480386403,-1.177098736839838,1.0334885985357463,-8.768662821624718,0.005538457182177492
1976-10-01,3.610647606,4.464159464,5.226666667,7.19,92.23333333,4.695093154,1.123384641,53.94412265,66.9505647,1.963333333,3.340774823,1.2363874714834189,1.3362646992146587,31.571166693546004,-1.6458953996373449,-0.04059930959818381,-1.5953200694412715,-3.0318268375503443,0.08208085851325464,6.601918977399954,-0.7331745116269133,0.9429402462717902,-7.4082230378090586,0.09234248507365539
1977-01-01,3.622392369,4.49347856,5.42,7.353333333,92.5,4.69349237,1.107428658,48.73667181,66.7566109,1.933333333,3.386049902,1.2404726220314097,1.327056213006751,33.58826634644263,-0.5247628008894347,0.04316156422248518,-0.7408665488070767,-2.2533999326902254,0.0359723888854222,-7.896580780546778,-0.44523995097794966,0.10074684456715244,12.231300234826703,0.09177332232254476
1977-04-01,3.641656811,4.59759154,5.693333333,7.37,92.86666667,4.693455751,1.142284833,48.6507035,66.2100719,1.676666667,3.455306707,1.26249994950444,1.3305885496896352,32.13568366396116,-0.5303884735617785,-0.4919891510883634,-0.26115733742184943,-1.5955349042119593,0.021306628208719314,-14.213626802555254,-0.46380775461319956,-0.1667458178749628,20.380483223835142,0.08211456860635358
1977-07-01,3.65952788,4.594604566,6.28,7.356666667,93.1,4.689263142,1.089948476,45.49730645,65.8350504,1.076666667,3.50465609,1.2555183938098593,1.3110001232674444,24.070649319359028,-0.6339841251231491,-0.5305269818092491,-0.246444453206891,-1.094810489478082,0.030626641088503437,-12.796296725959238,-0.2338593057724836,-0.0537069979963436,16.604717352092855,0.06724561812255803
1977-10-01,3.659553625,4.582689376,6.96,7.596666667,93.33333333,4.701988319,1.103420458,42.86814607,66.1757513,0.636666667,3.479268917,1.252253647738254,1.3171414700394657,22.25236908268311,0.895604370493194,-0.022713346443643978,0.08475177250336685,0.4687506125192087,0.01779945681853512,-16.398549198311933,0.03080334893022041,-0.5423385335967698,19.53999029993847,0.06752082323407804
1978-01-01,3.662740797,4.591973491,7.31,8.01,93.66666667,4.715950985,1.093407444,39.64482095,66.6453572,0.7,3.498566047,1.2536987314966694,1.3125301707359764,12.152484569489186,1.580927957916625,0.48305005355247754,0.2969933336741093,2.3587382529645318,0.011933878206587645,-23.814512224456998,0.6339211197260681,-0.40344464600382035,15.745917267030984,0.04847492933195219
1978-04-01,3.700659793,4.638711339,7.786666667,8.32,94,4.695467824,1.077210815,40.85905825,65.9024044,0.533333333,3.561500525,1.2534822432946622,1.302459821762907,19.542051209159172,1.7914444791928137,0.6586294456184252,0.5663779250045593,0.6899737852973153,0.010994183431789706,-22.68990758818309,-0.35574101474692554,-0.6784344069170604,17.878199756099413,0.05239153699885146
1978-07-01,3.710665407,4.650181792,8.446666667,8.49,93.96666667,4.694992608,1.059963125,42.01634681,65.9660549,0.043333333,3.590218667,1.2531935062718522,1.2952363695121971,26.66813892816151,2.8007305852075035,0.9339307850225964,0.6355377906549791,0.4017164305954779,0.006303483574427782,-20.801897818445333,-0.4224959520157796,-1.1627736293501172,20.9061547296586,0.07026595862007379
1978-10-01,3.724005256,4.648287145,9.816666667,8.82,94.1,4.693263477,1.035209404,38.756098540000004,65.9137577,-0.996666667,3.613077741,1.2481956456723111,1.2865173345850796,5.122584655919571,4.7440016939916285,1.7878814717332583,0.7213961375072131,0.215749387376718,-0.022606406627205367,-23.002349970911304,-0.7014699455447015,-2.1260023814419684,19.441010630874665,0.009035646751889503
1979-01-01,3.725813902,4.623707307,10.3,9.106666667,94.13333333,4.71160912,1.008985826,39.49641043,66.3649935,-1.193333333,3.614721481,1.2409925532024062,1.2791323844184166,5.602603247509208,4.951747322908756,1.8048322888061463,0.6134821201391674,2.167195894249385,-0.018463192698515707,-17.69687762602193,-0.09284565180165316,-2.3882842833427196,14.378054237126081,0.011267755116920686
1979-04-01,3.726873454,4.605909912,9.936666667,9.113333333,94.3,4.708556755,0.992077333,38.28921554,66.3989046,-0.823333333,3.61383258,1.2358643159875855,1.2745222170751476,-8.527885412775227,4.476100884305911,1.8656682702112386,0.6646216939011396,1.8407363598225146,-0.02218902314654647,-18.538431734913537,0.43227294517714654,-1.8269425205818557,9.091298768608302,-0.011850622858516457
1979-07-01,3.734282938,4.593644014,10.15333333,9.103333333,94.13333333,4.71102458,0.996797615,38.91229389,66.6636975,-1.05,3.596846399,1.2301274676471767,1.2771309932159267,-2.5269923506292535,4.191559633430947,1.98294937846297,0.45061843476800334,2.3240519324867037,-0.016682120939249367,-14.990690510959574,1.0400757560868357,-1.6764338234944327,4.547540856486076,2.913272515319143e-4
1979-10-01,3.736788278,4.55284478,12.27,10.44666667,94.03333333,4.717909412,0.973891805,38.99444323,66.5972493,-1.823333333,3.578952975,1.2183844631510055,1.2721164015852988,-2.8156338179913476,5.80381056583499,3.0792320913436644,0.26909862105425475,2.409544119602103,-0.02423386842280273,-12.796353490791326,0.6795689724344101,-2.2990675142006,4.777770580539764,-0.0029486410833903243
1980-01-01,3.739905213,4.472780998,13.93333333,11.98666667,93.7,4.715664501,0.900688201,36.05993381,66.5609271,-1.946666667,3.572092797,1.1959610587061154,1.2521458014070737,-15.061691587746306,7.230274726965162,4.314590887995281,-0.2075465017524749,1.103084311780833,-0.04290199685709806,-12.624332478900065,0.2118819849054745,-2.5666785401642906,-0.309914090582053,-0.040911787742845984
1980-04-01,3.719093382,4.267695447,10.28333333,10.47666667,92.66666667,4.724773786,0.784488063,38.90371823,67.0650396,0.193333333,3.483207384,1.1475096236236426,1.2252200275537772,-42.984695624284974,3.1688844508653657,2.6263755316110293,-1.3630582778914402,2.921324833176442,-0.05570602196513974,-10.77648169803635,1.352895760515466,-0.49565408985115633,-16.354195287925634,-0.08691344590942651
1980-07-01,3.7179041330000002,4.297951851,10.13666667,10.95333333,92.33333333,4.730189201,0.883015943,41.84550311,66.5590519,0.816666667,3.414935908,1.1560147053958476,1.2585746751297446,-37.93586510552123,2.5187714544960516,2.959593145729089,-1.6626876603676237,3.803411344847163,-0.020381653270842515,-8.99541932390212,0.8388982235200046,0.20107540011003777,-23.32359386102749,-0.07629316213026804
1980-10-01,3.736383077,4.38712611,13.84,12.42333333,92.6,4.724764913,0.883071343,44.63894656,65.6871521,-1.416666667,3.504054767,1.1741638958290357,1.2520141383965988,-26.864994524918107,5.114700650669047,4.081252609561492,-1.4637500579741243,3.167395868812939,-0.020277370902535008,-3.708415626696784,-0.018150410114856186,-1.5069667841229106,-16.060422541462984,-0.0508570345103303
1981-01-01,3.755790159,4.362372246,14.12,12.96,92.56666667,4.703720565,0.769783453,43.47411012,65.7570489,-1.16,3.592588794,1.1615058513177172,1.2142698472159181,-25.82777681932109,5.17025347477562,4.372402150015217,-1.5420177458891118,0.33184140423321296,-0.05034876866557014,-5.272179799990511,-0.32953537248033626,-1.3376967908251216,-9.048731191858916,-0.05535830408244524
1981-04-01,3.74835047,4.329996227,15.12666667,13.75,92.6,4.713737554,0.779746856,41.31949916,65.422042,-1.376666667,3.550249371,1.1551737922201282,1.2196315735929186,-28.15889165000769,6.4360893575745255,5.173330009582818,-1.5600666717176779,1.0934879009864673,-0.04029852682593238,-6.19968197531616,-0.7174342725711682,-1.8627211153494592,-14.07623179531936,-0.060438203561695936
1981-07-01,3.760246172,4.249194997,16.32,14.84666667,92.6,4.70568498,0.644104844,35.72565591,64.595566,-1.473333333,3.605090153,1.1300310678170142,1.178665391616907,-36.0751330318906,7.353582932451825,6.196769362462433,-1.4946285921293878,0.2588197780687196,-0.08095245589189126,-12.538570803936622,-1.7605731277360661,-2.1257444054305505,-7.984159118721035,-0.08116414175783815
