period,ly,lg_r,r,r10,e,lpsi,l_g_r_ratio,q,psigr,s,lg,rat,ratio,gr_ham,r_ham,r10_ham,e_ham,psi_ham,ratio_ham,q_ham,psigr_ham,s_ham,g_ham,rat_ham
1959-07-01,2.978942104,3.986852146,4.603333333,4.503333333,94.73333333,4.732243269,1.414392599,108.4228922,66.8374476,-0.1,2.572459547,1.3383449583147722,1.5498211237760624,11.364080249647346,0.4321879738440568,0.4446899373063058,0.028730866972864533,-0.5263426311058694,0.10242306896460951,35.06348497516139,-0.2905901004278917,-0.9087779032706811,-7.5750479535670046,0.0885439283724081
1959-10-01,2.981785467,3.958123842,4.916666667,4.583333333,94.4,4.739910847,1.353657957,122.6713329,66.9048168,-0.333333333,2.604465885,1.3274341450132234,1.519744936877912,7.356527236668242,1.1312875264566946,0.8548457700035961,-0.06500857111748815,0.07009551772210187,0.0344736611423444,49.181202770663475,-0.48348476084136394,-1.2153331919889223,3.604943671167904,0.06444850896643173
1960-01-01,3.003998018,3.988372749,4.57,4.486666667,94.86666667,4.736987611,1.288085938,106.0439526,66.8082253,-0.083333333,2.70028681,1.3276882092137252,1.4770181945968917,17.123697017561177,1.9002533699068742,1.1423247141164379,0.9189101393249786,-1.0867477132554093,-0.02272674035619171,28.0502636084871,-1.007381855616174,-1.3697025880631069,17.897346339505084,0.06991314657586356
1960-04-01,2.998628077,3.902941897,3.87,4.26,94.76666667,4.757006762,1.300548551,110.8050615,67.4787662,0.39,2.602393345,1.3015758529496355,1.4997509521374832,5.1226057151611215,1.6877733837793336,0.8240767978870798,1.126221432499321,1.4198400769756425,0.001060102084408543,24.605665351255723,0.10409429279842186,-1.1823692718408676,7.009516465035093,0.049880370937722907
1960-07-01,3.003502011,3.872616675,3.073333333,3.833333333,94.46666667,4.753021064,1.272745773,93.46320535,67.5066905,0.76,2.599870902,1.2893670990786628,1.4895419122622267,-10.312036530821755,0.0024993401424540096,-0.04106997143213098,0.7198659807020107,1.2447363429327396,-0.009041911476878495,-8.08435080516999,0.5094508636257444,-0.4916849086323474,2.397930745917831,0.01166731518897235
1960-10-01,2.990568967,3.871575941,2.993333333,3.886666667,93.73333333,4.767365563,1.389088882,122.2649798,67.6589078,0.893333333,2.482487058,1.29459510338054,1.5595553372669386,-21.102256675676976,-0.5212257964639315,0.021636338887228046,-0.3311018458402657,3.5232299421807944,0.058674898746673865,12.993454280921839,1.4421295456068037,0.06863545288587647,-12.518788233698208,-0.011569088140704231
1961-01-01,2.997330995,3.875628694,2.873333333,3.786666667,93.2,4.762396132,1.367575342,158.1977543,67.7613941,0.913333333,2.508053353,1.2930265961500857,1.545273624009704,-29.627245125557657,-0.9045062019563086,-0.16970886516605788,-0.898034924604616,3.3461278271369466,0.02993337535749352,46.090767773700264,1.3748935507804418,0.36402024396710075,-11.59960601755472,-0.0351363573619663
1961-04-01,3.014161409,3.879603114,2.936666667,3.79,93,4.748447681,1.303789906,154.7214202,67.1984266,0.853333333,2.575813208,1.2871252025242819,1.5061663252407704,-25.682822853483778,-1.2079175984310107,-0.4906643661822292,-1.2910353682135849,2.0490128326192902,0.0198765477517584,37.00576170103801,1.2245470220616,0.24904072705976898,-12.433478266905595,-0.018962131518318825
1961-07-01,3.033172557,3.932707597,3.013333333,3.98,93.23333333,4.738319005,1.282004062,162.3376463,66.9738534,0.966666667,2.650703534,1.296565732115715,1.4836467173925758,-13.650868894901746,-1.6613521967788443,-0.5249355906499908,-1.0117463333805716,1.320227812242436,-0.02368587480547446,50.670478148735356,0.48295417207751257,0.4067537083770326,-0.3368921916054646,0.005823477628168927
1961-10-01,3.052585085,3.966189169,3.1,3.973333333,93.8,4.736698323,1.299099861,174.5996599,66.5623696,0.873333333,2.667089308,1.2992886548811793,1.4870852494902658,-7.815049699926702,-1.7566094874997522,-0.5953154975658959,-0.32422029932551766,0.6622149048829407,-0.001494893724060864,50.784528450463,-0.03565465708173576,0.33478219914804275,-4.202941904023172,0.012286011947472586
1962-01-01,3.070236596,3.983450245,3.206666667,4.016666667,94.36666667,4.731758783,1.263866808,166.3559774,66.7760459,0.81,2.719583437,1.297440806415298,1.4647280869581205,-14.378087442427967,-1.3619011685099456,-0.5177587159846224,-0.061672746269451295,0.20385390056345543,0.01745382228612402,57.038065760016536,0.28339075163924576,0.08467348551951592,-10.012986583612404,-9.5725176045236e-4
1962-04-01,3.079245874,4.013965687,3.016666667,3.873333333,94.46666667,4.738879063,1.302255525,127.2072756,66.9561705,0.856666667,2.711710162,1.3035547829721634,1.480234039481392,4.994856391914482,-1.030587910385953,-0.5447331045944419,0.1010089565924801,-0.1461974757817508,6.667786916780827e-5,13.679002070452881,-0.11719147287175247,-0.22003168784231075,2.3727358051975678,0.045326527238364944
1962-07-01,3.091451461,4.013170659,3.183333333,3.99,94.43333333,4.728210489,1.28466445,130.9424181,66.6999202,0.806666667,2.72850621,1.2981509525955321,1.4708306854100948,4.748008289928718,-0.25688272235290954,-0.1256680788147353,0.255630953584145,-1.5456358362664346,0.007518957272275806,34.039115079140785,-0.4329142387476992,-0.4998974958859028,1.8950172330478132,0.04560733881532264
1962-10-01,3.094762797,4.01159681,2.996666667,3.903333333,94.46666667,4.730550952,1.312789191,157.3168373,66.4568168,0.906666667,2.69880762,1.296253403940606,1.4864330381577922,-0.06607497744557378,-0.45071776436950817,-0.3278415067126579,0.5069451467194028,-1.9737350548026278,-0.011784594434613771,34.823731630529636,-0.7872802573446904,-0.36563167883464265,4.676876935721586,0.015375103671364077
1963-01-01,3.105617537,4.046291626,3.026666667,3.893333333,94.23333333,4.732155198,1.296204169,162.1895402,66.5824752,0.866666667,2.750087457,1.3028943769774959,1.4713319809887053,3.3115182305007096,-0.2557346314453315,-0.17268733924142587,0.43169302493696193,-2.1232216554286865,-0.01964001469332799,7.454250165670231,-0.7623217314835671,-0.2593883881135356,8.947948489239987,0.032286559964364914
1963-04-01,3.116754502,4.115535115,3.143333333,3.963333333,94.26666667,4.729209168,1.349656354,165.7877547,66.3105685,0.82,2.765878761,1.3204553365878158,1.4879665634772918,10.342928941547047,-0.22950785582697053,-0.03752222165756569,0.49003532912833236,-1.4505328394508687,0.032176340380841495,9.408979457610315,-0.545600469616474,-0.14888860638692714,4.30339713966732,0.06496886532874901
